instance,n,error,algo,run_id,time_ms
sorting_near_sorted_3.json,1000,0.1,A,1,0.55
sorting_near_sorted_3.json,1000,0.1,A,2,0.51
sorting_near_sorted_3.json,1000,0.1,A,3,0.5
sorting_near_sorted_3.json,1000,0.1,A,4,0.53
sorting_near_sorted_3.json,1000,0.1,A,5,0.51
sorting_near_sorted_3.json,1000,0.1,A,6,0.53
sorting_near_sorted_3.json,1000,0.1,A,7,0.53
sorting_near_sorted_3.json,1000,0.1,A,8,0.53
sorting_near_sorted_3.json,1000,0.1,A,9,0.53
sorting_near_sorted_3.json,1000,0.1,A,10,0.52
sorting_near_sorted_3.json,1000,0.1,A,11,0.53
sorting_near_sorted_3.json,1000,0.1,A,12,0.53
sorting_near_sorted_3.json,1000,0.1,A,13,0.55
sorting_near_sorted_3.json,1000,0.1,A,14,0.54
sorting_near_sorted_3.json,1000,0.1,A,15,0.53
sorting_near_sorted_3.json,1000,0.1,A,16,0.53
sorting_near_sorted_3.json,1000,0.1,A,17,0.53
sorting_near_sorted_3.json,1000,0.1,A,18,0.51
sorting_near_sorted_3.json,1000,0.1,A,19,0.54
sorting_near_sorted_3.json,1000,0.1,A,20,0.54
sorting_near_sorted_3.json,1000,0.1,A,21,0.54
sorting_near_sorted_3.json,1000,0.1,A,22,0.51
sorting_near_sorted_3.json,1000,0.1,A,23,0.53
sorting_near_sorted_3.json,1000,0.1,A,24,0.51
sorting_near_sorted_3.json,1000,0.1,A,25,0.51
sorting_near_sorted_3.json,1000,0.1,A,26,0.58
sorting_near_sorted_3.json,1000,0.1,A,27,0.52
sorting_near_sorted_3.json,1000,0.1,A,28,0.54
sorting_near_sorted_3.json,1000,0.1,A,29,0.52
sorting_near_sorted_3.json,1000,0.1,A,30,0.52
sorting_near_sorted_3.json,1000,0.1,A,31,0.53
sorting_near_sorted_3.json,1000,0.1,A,32,0.52
sorting_near_sorted_3.json,1000,0.1,A,33,0.54
sorting_near_sorted_3.json,1000,0.1,A,34,0.51
sorting_near_sorted_3.json,1000,0.1,A,35,0.52
sorting_near_sorted_3.json,1000,0.1,A,36,0.53
sorting_near_sorted_3.json,1000,0.1,A,37,0.55
sorting_near_sorted_3.json,1000,0.1,A,38,0.57
sorting_near_sorted_3.json,1000,0.1,A,39,0.53
sorting_near_sorted_3.json,1000,0.1,A,40,0.53
sorting_near_sorted_3.json,1000,0.1,A,41,0.51
sorting_near_sorted_3.json,1000,0.1,A,42,0.53
sorting_near_sorted_3.json,1000,0.1,A,43,0.5
sorting_near_sorted_3.json,1000,0.1,A,44,0.54
sorting_near_sorted_3.json,1000,0.1,A,45,0.52
sorting_near_sorted_3.json,1000,0.1,A,46,0.52
sorting_near_sorted_3.json,1000,0.1,A,47,0.53
sorting_near_sorted_3.json,1000,0.1,A,48,0.53
sorting_near_sorted_3.json,1000,0.1,A,49,0.52
sorting_near_sorted_3.json,1000,0.1,A,50,0.52
sorting_near_sorted_3.json,1000,0.1,B,1,0.59
sorting_near_sorted_3.json,1000,0.1,B,2,0.6
sorting_near_sorted_3.json,1000,0.1,B,3,0.6
sorting_near_sorted_3.json,1000,0.1,B,4,0.57
sorting_near_sorted_3.json,1000,0.1,B,5,0.59
sorting_near_sorted_3.json,1000,0.1,B,6,0.58
sorting_near_sorted_3.json,1000,0.1,B,7,0.59
sorting_near_sorted_3.json,1000,0.1,B,8,0.59
sorting_near_sorted_3.json,1000,0.1,B,9,0.62
sorting_near_sorted_3.json,1000,0.1,B,10,0.6
sorting_near_sorted_3.json,1000,0.1,B,11,0.58
sorting_near_sorted_3.json,1000,0.1,B,12,0.61
sorting_near_sorted_3.json,1000,0.1,B,13,0.58
sorting_near_sorted_3.json,1000,0.1,B,14,0.56
sorting_near_sorted_3.json,1000,0.1,B,15,0.62
sorting_near_sorted_3.json,1000,0.1,B,16,0.59
sorting_near_sorted_3.json,1000,0.1,B,17,0.6
sorting_near_sorted_3.json,1000,0.1,B,18,0.59
sorting_near_sorted_3.json,1000,0.1,B,19,0.59
sorting_near_sorted_3.json,1000,0.1,B,20,0.55
sorting_near_sorted_3.json,1000,0.1,B,21,0.58
sorting_near_sorted_3.json,1000,0.1,B,22,0.61
sorting_near_sorted_3.json,1000,0.1,B,23,0.57
sorting_near_sorted_3.json,1000,0.1,B,24,0.58
sorting_near_sorted_3.json,1000,0.1,B,25,0.63
sorting_near_sorted_3.json,1000,0.1,B,26,0.62
sorting_near_sorted_3.json,1000,0.1,B,27,0.59
sorting_near_sorted_3.json,1000,0.1,B,28,0.55
sorting_near_sorted_3.json,1000,0.1,B,29,0.55
sorting_near_sorted_3.json,1000,0.1,B,30,0.62
sorting_near_sorted_3.json,1000,0.1,B,31,0.61
sorting_near_sorted_3.json,1000,0.1,B,32,0.59
sorting_near_sorted_3.json,1000,0.1,B,33,0.6
sorting_near_sorted_3.json,1000,0.1,B,34,0.58
sorting_near_sorted_3.json,1000,0.1,B,35,0.61
sorting_near_sorted_3.json,1000,0.1,B,36,0.63
sorting_near_sorted_3.json,1000,0.1,B,37,0.6
sorting_near_sorted_3.json,1000,0.1,B,38,0.68
sorting_near_sorted_3.json,1000,0.1,B,39,0.59
sorting_near_sorted_3.json,1000,0.1,B,40,0.61
sorting_near_sorted_3.json,1000,0.1,B,41,0.64
sorting_near_sorted_3.json,1000,0.1,B,42,0.6
sorting_near_sorted_3.json,1000,0.1,B,43,0.6
sorting_near_sorted_3.json,1000,0.1,B,44,0.6
sorting_near_sorted_3.json,1000,0.1,B,45,0.62
sorting_near_sorted_3.json,1000,0.1,B,46,0.58
sorting_near_sorted_3.json,1000,0.1,B,47,0.58
sorting_near_sorted_3.json,1000,0.1,B,48,0.6
sorting_near_sorted_3.json,1000,0.1,B,49,0.58
sorting_near_sorted_3.json,1000,0.1,B,50,0.58
sorting_near_sorted_3.json,1000,0.1,C,1,0.08
sorting_near_sorted_3.json,1000,0.1,C,2,0.07
sorting_near_sorted_3.json,1000,0.1,C,3,0.08
sorting_near_sorted_3.json,1000,0.1,C,4,0.07
sorting_near_sorted_3.json,1000,0.1,C,5,0.07
sorting_near_sorted_3.json,1000,0.1,C,6,0.07
sorting_near_sorted_3.json,1000,0.1,C,7,0.08
sorting_near_sorted_3.json,1000,0.1,C,8,0.07
sorting_near_sorted_3.json,1000,0.1,C,9,0.07
sorting_near_sorted_3.json,1000,0.1,C,10,0.08
sorting_near_sorted_3.json,1000,0.1,C,11,0.07
sorting_near_sorted_3.json,1000,0.1,C,12,0.07
sorting_near_sorted_3.json,1000,0.1,C,13,0.08
sorting_near_sorted_3.json,1000,0.1,C,14,0.07
sorting_near_sorted_3.json,1000,0.1,C,15,0.07
sorting_near_sorted_3.json,1000,0.1,C,16,0.07
sorting_near_sorted_3.json,1000,0.1,C,17,0.07
sorting_near_sorted_3.json,1000,0.1,C,18,0.08
sorting_near_sorted_3.json,1000,0.1,C,19,0.07
sorting_near_sorted_3.json,1000,0.1,C,20,0.07
sorting_near_sorted_3.json,1000,0.1,C,21,0.07
sorting_near_sorted_3.json,1000,0.1,C,22,0.07
sorting_near_sorted_3.json,1000,0.1,C,23,0.08
sorting_near_sorted_3.json,1000,0.1,C,24,0.07
sorting_near_sorted_3.json,1000,0.1,C,25,0.07
sorting_near_sorted_3.json,1000,0.1,C,26,0.08
sorting_near_sorted_3.json,1000,0.1,C,27,0.08
sorting_near_sorted_3.json,1000,0.1,C,28,0.07
sorting_near_sorted_3.json,1000,0.1,C,29,0.07
sorting_near_sorted_3.json,1000,0.1,C,30,0.07
sorting_near_sorted_3.json,1000,0.1,C,31,0.07
sorting_near_sorted_3.json,1000,0.1,C,32,0.07
sorting_near_sorted_3.json,1000,0.1,C,33,0.08
sorting_near_sorted_3.json,1000,0.1,C,34,0.08
sorting_near_sorted_3.json,1000,0.1,C,35,0.07
sorting_near_sorted_3.json,1000,0.1,C,36,0.07
sorting_near_sorted_3.json,1000,0.1,C,37,0.08
sorting_near_sorted_3.json,1000,0.1,C,38,0.16
sorting_near_sorted_3.json,1000,0.1,C,39,0.08
sorting_near_sorted_3.json,1000,0.1,C,40,0.07
sorting_near_sorted_3.json,1000,0.1,C,41,0.07
sorting_near_sorted_3.json,1000,0.1,C,42,0.07
sorting_near_sorted_3.json,1000,0.1,C,43,0.07
sorting_near_sorted_3.json,1000,0.1,C,44,0.07
sorting_near_sorted_3.json,1000,0.1,C,45,0.08
sorting_near_sorted_3.json,1000,0.1,C,46,0.07
sorting_near_sorted_3.json,1000,0.1,C,47,0.08
sorting_near_sorted_3.json,1000,0.1,C,48,0.07
sorting_near_sorted_3.json,1000,0.1,C,49,0.07
sorting_near_sorted_3.json,1000,0.1,C,50,0.08
sorting_near_sorted_9.json,20000,0.1,A,1,16.79
sorting_near_sorted_9.json,20000,0.1,A,2,13.65
sorting_near_sorted_9.json,20000,0.1,A,3,13.9
sorting_near_sorted_9.json,20000,0.1,A,4,14.15
sorting_near_sorted_9.json,20000,0.1,A,5,13.45
sorting_near_sorted_9.json,20000,0.1,A,6,13.59
sorting_near_sorted_9.json,20000,0.1,A,7,13.71
sorting_near_sorted_9.json,20000,0.1,A,8,13.71
sorting_near_sorted_9.json,20000,0.1,A,9,13.79
sorting_near_sorted_9.json,20000,0.1,A,10,13.55
sorting_near_sorted_9.json,20000,0.1,A,11,13.89
sorting_near_sorted_9.json,20000,0.1,A,12,13.64
sorting_near_sorted_9.json,20000,0.1,A,13,14.11
sorting_near_sorted_9.json,20000,0.1,A,14,14.05
sorting_near_sorted_9.json,20000,0.1,A,15,13.56
sorting_near_sorted_9.json,20000,0.1,A,16,13.95
sorting_near_sorted_9.json,20000,0.1,A,17,13.37
sorting_near_sorted_9.json,20000,0.1,A,18,13.68
sorting_near_sorted_9.json,20000,0.1,A,19,12.98
sorting_near_sorted_9.json,20000,0.1,A,20,12.8
sorting_near_sorted_9.json,20000,0.1,A,21,13.88
sorting_near_sorted_9.json,20000,0.1,A,22,12.85
sorting_near_sorted_9.json,20000,0.1,A,23,12.95
sorting_near_sorted_9.json,20000,0.1,A,24,13.12
sorting_near_sorted_9.json,20000,0.1,A,25,12.8
sorting_near_sorted_9.json,20000,0.1,A,26,12.73
sorting_near_sorted_9.json,20000,0.1,A,27,12.89
sorting_near_sorted_9.json,20000,0.1,A,28,13.03
sorting_near_sorted_9.json,20000,0.1,A,29,12.79
sorting_near_sorted_9.json,20000,0.1,A,30,12.62
sorting_near_sorted_9.json,20000,0.1,A,31,12.62
sorting_near_sorted_9.json,20000,0.1,A,32,12.6
sorting_near_sorted_9.json,20000,0.1,A,33,12.47
sorting_near_sorted_9.json,20000,0.1,A,34,12.82
sorting_near_sorted_9.json,20000,0.1,A,35,12.86
sorting_near_sorted_9.json,20000,0.1,A,36,12.61
sorting_near_sorted_9.json,20000,0.1,A,37,12.6
sorting_near_sorted_9.json,20000,0.1,A,38,12.49
sorting_near_sorted_9.json,20000,0.1,A,39,12.67
sorting_near_sorted_9.json,20000,0.1,A,40,12.85
sorting_near_sorted_9.json,20000,0.1,A,41,12.66
sorting_near_sorted_9.json,20000,0.1,A,42,12.59
sorting_near_sorted_9.json,20000,0.1,A,43,13.01
sorting_near_sorted_9.json,20000,0.1,A,44,12.7
sorting_near_sorted_9.json,20000,0.1,A,45,12.62
sorting_near_sorted_9.json,20000,0.1,A,46,12.84
sorting_near_sorted_9.json,20000,0.1,A,47,12.73
sorting_near_sorted_9.json,20000,0.1,A,48,12.84
sorting_near_sorted_9.json,20000,0.1,A,49,13.25
sorting_near_sorted_9.json,20000,0.1,A,50,12.78
sorting_near_sorted_9.json,20000,0.1,B,1,14.24
sorting_near_sorted_9.json,20000,0.1,B,2,14.47
sorting_near_sorted_9.json,20000,0.1,B,3,14.45
sorting_near_sorted_9.json,20000,0.1,B,4,14.31
sorting_near_sorted_9.json,20000,0.1,B,5,14.29
sorting_near_sorted_9.json,20000,0.1,B,6,14.37
sorting_near_sorted_9.json,20000,0.1,B,7,14.42
sorting_near_sorted_9.json,20000,0.1,B,8,14.56
sorting_near_sorted_9.json,20000,0.1,B,9,14.39
sorting_near_sorted_9.json,20000,0.1,B,10,14.25
sorting_near_sorted_9.json,20000,0.1,B,11,14.4
sorting_near_sorted_9.json,20000,0.1,B,12,14.28
sorting_near_sorted_9.json,20000,0.1,B,13,14.3
sorting_near_sorted_9.json,20000,0.1,B,14,15.17
sorting_near_sorted_9.json,20000,0.1,B,15,14.51
sorting_near_sorted_9.json,20000,0.1,B,16,14.32
sorting_near_sorted_9.json,20000,0.1,B,17,14.22
sorting_near_sorted_9.json,20000,0.1,B,18,14.34
sorting_near_sorted_9.json,20000,0.1,B,19,14.33
sorting_near_sorted_9.json,20000,0.1,B,20,14.67
sorting_near_sorted_9.json,20000,0.1,B,21,14.12
sorting_near_sorted_9.json,20000,0.1,B,22,14.3
sorting_near_sorted_9.json,20000,0.1,B,23,14.29
sorting_near_sorted_9.json,20000,0.1,B,24,14.37
sorting_near_sorted_9.json,20000,0.1,B,25,14.32
sorting_near_sorted_9.json,20000,0.1,B,26,14.83
sorting_near_sorted_9.json,20000,0.1,B,27,14.48
sorting_near_sorted_9.json,20000,0.1,B,28,14.61
sorting_near_sorted_9.json,20000,0.1,B,29,14.09
sorting_near_sorted_9.json,20000,0.1,B,30,14.36
sorting_near_sorted_9.json,20000,0.1,B,31,14.62
sorting_near_sorted_9.json,20000,0.1,B,32,14.71
sorting_near_sorted_9.json,20000,0.1,B,33,15.2
sorting_near_sorted_9.json,20000,0.1,B,34,14.24
sorting_near_sorted_9.json,20000,0.1,B,35,14.71
sorting_near_sorted_9.json,20000,0.1,B,36,15.22
sorting_near_sorted_9.json,20000,0.1,B,37,14.35
sorting_near_sorted_9.json,20000,0.1,B,38,14.63
sorting_near_sorted_9.json,20000,0.1,B,39,14.4
sorting_near_sorted_9.json,20000,0.1,B,40,15.05
sorting_near_sorted_9.json,20000,0.1,B,41,14.3
sorting_near_sorted_9.json,20000,0.1,B,42,14.46
sorting_near_sorted_9.json,20000,0.1,B,43,14.58
sorting_near_sorted_9.json,20000,0.1,B,44,14.5
sorting_near_sorted_9.json,20000,0.1,B,45,14.45
sorting_near_sorted_9.json,20000,0.1,B,46,14.08
sorting_near_sorted_9.json,20000,0.1,B,47,14.38
sorting_near_sorted_9.json,20000,0.1,B,48,14.35
sorting_near_sorted_9.json,20000,0.1,B,49,14.6
sorting_near_sorted_9.json,20000,0.1,B,50,14.42
sorting_near_sorted_9.json,20000,0.1,C,1,1.38
sorting_near_sorted_9.json,20000,0.1,C,2,1.45
sorting_near_sorted_9.json,20000,0.1,C,3,1.43
sorting_near_sorted_9.json,20000,0.1,C,4,1.37
sorting_near_sorted_9.json,20000,0.1,C,5,1.37
sorting_near_sorted_9.json,20000,0.1,C,6,1.38
sorting_near_sorted_9.json,20000,0.1,C,7,1.33
sorting_near_sorted_9.json,20000,0.1,C,8,1.35
sorting_near_sorted_9.json,20000,0.1,C,9,1.34
sorting_near_sorted_9.json,20000,0.1,C,10,1.41
sorting_near_sorted_9.json,20000,0.1,C,11,1.4
sorting_near_sorted_9.json,20000,0.1,C,12,1.36
sorting_near_sorted_9.json,20000,0.1,C,13,1.35
sorting_near_sorted_9.json,20000,0.1,C,14,1.4
sorting_near_sorted_9.json,20000,0.1,C,15,1.37
sorting_near_sorted_9.json,20000,0.1,C,16,1.42
sorting_near_sorted_9.json,20000,0.1,C,17,1.38
sorting_near_sorted_9.json,20000,0.1,C,18,1.34
sorting_near_sorted_9.json,20000,0.1,C,19,1.34
sorting_near_sorted_9.json,20000,0.1,C,20,1.36
sorting_near_sorted_9.json,20000,0.1,C,21,1.36
sorting_near_sorted_9.json,20000,0.1,C,22,1.34
sorting_near_sorted_9.json,20000,0.1,C,23,1.37
sorting_near_sorted_9.json,20000,0.1,C,24,1.3
sorting_near_sorted_9.json,20000,0.1,C,25,1.35
sorting_near_sorted_9.json,20000,0.1,C,26,1.32
sorting_near_sorted_9.json,20000,0.1,C,27,1.41
sorting_near_sorted_9.json,20000,0.1,C,28,1.39
sorting_near_sorted_9.json,20000,0.1,C,29,1.34
sorting_near_sorted_9.json,20000,0.1,C,30,1.3
sorting_near_sorted_9.json,20000,0.1,C,31,1.35
sorting_near_sorted_9.json,20000,0.1,C,32,1.42
sorting_near_sorted_9.json,20000,0.1,C,33,1.36
sorting_near_sorted_9.json,20000,0.1,C,34,1.35
sorting_near_sorted_9.json,20000,0.1,C,35,1.42
sorting_near_sorted_9.json,20000,0.1,C,36,1.41
sorting_near_sorted_9.json,20000,0.1,C,37,1.33
sorting_near_sorted_9.json,20000,0.1,C,38,1.35
sorting_near_sorted_9.json,20000,0.1,C,39,1.42
sorting_near_sorted_9.json,20000,0.1,C,40,1.34
sorting_near_sorted_9.json,20000,0.1,C,41,1.39
sorting_near_sorted_9.json,20000,0.1,C,42,1.33
sorting_near_sorted_9.json,20000,0.1,C,43,1.31
sorting_near_sorted_9.json,20000,0.1,C,44,1.34
sorting_near_sorted_9.json,20000,0.1,C,45,1.36
sorting_near_sorted_9.json,20000,0.1,C,46,1.4
sorting_near_sorted_9.json,20000,0.1,C,47,1.36
sorting_near_sorted_9.json,20000,0.1,C,48,1.39
sorting_near_sorted_9.json,20000,0.1,C,49,1.34
sorting_near_sorted_9.json,20000,0.1,C,50,1.55
sorting_near_sorted_12.json,100000,0.1,A,1,73.5
sorting_near_sorted_12.json,100000,0.1,A,2,73.82
sorting_near_sorted_12.json,100000,0.1,A,3,73.58
sorting_near_sorted_12.json,100000,0.1,A,4,74.51
sorting_near_sorted_12.json,100000,0.1,A,5,73.33
sorting_near_sorted_12.json,100000,0.1,A,6,73.95
sorting_near_sorted_12.json,100000,0.1,A,7,73.53
sorting_near_sorted_12.json,100000,0.1,A,8,73.23
sorting_near_sorted_12.json,100000,0.1,A,9,73.81
sorting_near_sorted_12.json,100000,0.1,A,10,72.72
sorting_near_sorted_12.json,100000,0.1,A,11,73.52
sorting_near_sorted_12.json,100000,0.1,A,12,74.06
sorting_near_sorted_12.json,100000,0.1,A,13,72.39
sorting_near_sorted_12.json,100000,0.1,A,14,73.4
sorting_near_sorted_12.json,100000,0.1,A,15,72.72
sorting_near_sorted_12.json,100000,0.1,A,16,73.31
sorting_near_sorted_12.json,100000,0.1,A,17,74.3
sorting_near_sorted_12.json,100000,0.1,A,18,76.55
sorting_near_sorted_12.json,100000,0.1,A,19,72.6
sorting_near_sorted_12.json,100000,0.1,A,20,73.98
sorting_near_sorted_12.json,100000,0.1,A,21,73.79
sorting_near_sorted_12.json,100000,0.1,A,22,73.5
sorting_near_sorted_12.json,100000,0.1,A,23,75.79
sorting_near_sorted_12.json,100000,0.1,A,24,72.92
sorting_near_sorted_12.json,100000,0.1,A,25,72.77
sorting_near_sorted_12.json,100000,0.1,A,26,73.89
sorting_near_sorted_12.json,100000,0.1,A,27,72.54
sorting_near_sorted_12.json,100000,0.1,A,28,72.93
sorting_near_sorted_12.json,100000,0.1,A,29,74.19
sorting_near_sorted_12.json,100000,0.1,A,30,73.95
sorting_near_sorted_12.json,100000,0.1,A,31,73.44
sorting_near_sorted_12.json,100000,0.1,A,32,73.09
sorting_near_sorted_12.json,100000,0.1,A,33,73.51
sorting_near_sorted_12.json,100000,0.1,A,34,72.45
sorting_near_sorted_12.json,100000,0.1,A,35,92.72
sorting_near_sorted_12.json,100000,0.1,A,36,75.18
sorting_near_sorted_12.json,100000,0.1,A,37,75.28
sorting_near_sorted_12.json,100000,0.1,A,38,74.97
sorting_near_sorted_12.json,100000,0.1,A,39,80.08
sorting_near_sorted_12.json,100000,0.1,A,40,72.73
sorting_near_sorted_12.json,100000,0.1,A,41,75.17
sorting_near_sorted_12.json,100000,0.1,A,42,120.55
sorting_near_sorted_12.json,100000,0.1,A,43,107.21
sorting_near_sorted_12.json,100000,0.1,A,44,80.38
sorting_near_sorted_12.json,100000,0.1,A,45,76.61
sorting_near_sorted_12.json,100000,0.1,A,46,75.94
sorting_near_sorted_12.json,100000,0.1,A,47,73.69
sorting_near_sorted_12.json,100000,0.1,A,48,116.34
sorting_near_sorted_12.json,100000,0.1,A,49,83.6
sorting_near_sorted_12.json,100000,0.1,A,50,116.69
sorting_near_sorted_12.json,100000,0.1,B,1,113.53
sorting_near_sorted_12.json,100000,0.1,B,2,100.96
sorting_near_sorted_12.json,100000,0.1,B,3,98.69
sorting_near_sorted_12.json,100000,0.1,B,4,88.76
sorting_near_sorted_12.json,100000,0.1,B,5,89.16
sorting_near_sorted_12.json,100000,0.1,B,6,91.96
sorting_near_sorted_12.json,100000,0.1,B,7,88.68
sorting_near_sorted_12.json,100000,0.1,B,8,87.24
sorting_near_sorted_12.json,100000,0.1,B,9,86.09
sorting_near_sorted_12.json,100000,0.1,B,10,87.55
sorting_near_sorted_12.json,100000,0.1,B,11,89.11
sorting_near_sorted_12.json,100000,0.1,B,12,88.34
sorting_near_sorted_12.json,100000,0.1,B,13,83.88
sorting_near_sorted_12.json,100000,0.1,B,14,86.97
sorting_near_sorted_12.json,100000,0.1,B,15,87.11
sorting_near_sorted_12.json,100000,0.1,B,16,86.77
sorting_near_sorted_12.json,100000,0.1,B,17,85.14
sorting_near_sorted_12.json,100000,0.1,B,18,89.25
sorting_near_sorted_12.json,100000,0.1,B,19,86.87
sorting_near_sorted_12.json,100000,0.1,B,20,89.31
sorting_near_sorted_12.json,100000,0.1,B,21,83.36
sorting_near_sorted_12.json,100000,0.1,B,22,84.78
sorting_near_sorted_12.json,100000,0.1,B,23,84.59
sorting_near_sorted_12.json,100000,0.1,B,24,86.14
sorting_near_sorted_12.json,100000,0.1,B,25,86.49
sorting_near_sorted_12.json,100000,0.1,B,26,87.92
sorting_near_sorted_12.json,100000,0.1,B,27,85.02
sorting_near_sorted_12.json,100000,0.1,B,28,86.03
sorting_near_sorted_12.json,100000,0.1,B,29,84.34
sorting_near_sorted_12.json,100000,0.1,B,30,87.57
sorting_near_sorted_12.json,100000,0.1,B,31,87.2
sorting_near_sorted_12.json,100000,0.1,B,32,91.82
sorting_near_sorted_12.json,100000,0.1,B,33,91.43
sorting_near_sorted_12.json,100000,0.1,B,34,95.93
sorting_near_sorted_12.json,100000,0.1,B,35,94.12
sorting_near_sorted_12.json,100000,0.1,B,36,84.02
sorting_near_sorted_12.json,100000,0.1,B,37,85.74
sorting_near_sorted_12.json,100000,0.1,B,38,85.12
sorting_near_sorted_12.json,100000,0.1,B,39,88.53
sorting_near_sorted_12.json,100000,0.1,B,40,88.18
sorting_near_sorted_12.json,100000,0.1,B,41,86.09
sorting_near_sorted_12.json,100000,0.1,B,42,85.33
sorting_near_sorted_12.json,100000,0.1,B,43,85.02
sorting_near_sorted_12.json,100000,0.1,B,44,84.0
sorting_near_sorted_12.json,100000,0.1,B,45,84.1
sorting_near_sorted_12.json,100000,0.1,B,46,86.34
sorting_near_sorted_12.json,100000,0.1,B,47,85.25
sorting_near_sorted_12.json,100000,0.1,B,48,84.46
sorting_near_sorted_12.json,100000,0.1,B,49,91.72
sorting_near_sorted_12.json,100000,0.1,B,50,86.15
sorting_near_sorted_12.json,100000,0.1,C,1,6.85
sorting_near_sorted_12.json,100000,0.1,C,2,7.66
sorting_near_sorted_12.json,100000,0.1,C,3,7.21
sorting_near_sorted_12.json,100000,0.1,C,4,7.11
sorting_near_sorted_12.json,100000,0.1,C,5,7.24
sorting_near_sorted_12.json,100000,0.1,C,6,6.9
sorting_near_sorted_12.json,100000,0.1,C,7,6.9
sorting_near_sorted_12.json,100000,0.1,C,8,6.86
sorting_near_sorted_12.json,100000,0.1,C,9,7.09
sorting_near_sorted_12.json,100000,0.1,C,10,6.93
sorting_near_sorted_12.json,100000,0.1,C,11,6.94
sorting_near_sorted_12.json,100000,0.1,C,12,6.85
sorting_near_sorted_12.json,100000,0.1,C,13,6.94
sorting_near_sorted_12.json,100000,0.1,C,14,6.77
sorting_near_sorted_12.json,100000,0.1,C,15,6.7
sorting_near_sorted_12.json,100000,0.1,C,16,7.33
sorting_near_sorted_12.json,100000,0.1,C,17,6.84
sorting_near_sorted_12.json,100000,0.1,C,18,7.04
sorting_near_sorted_12.json,100000,0.1,C,19,7.29
sorting_near_sorted_12.json,100000,0.1,C,20,6.72
sorting_near_sorted_12.json,100000,0.1,C,21,6.85
sorting_near_sorted_12.json,100000,0.1,C,22,6.89
sorting_near_sorted_12.json,100000,0.1,C,23,6.8
sorting_near_sorted_12.json,100000,0.1,C,24,6.94
sorting_near_sorted_12.json,100000,0.1,C,25,6.85
sorting_near_sorted_12.json,100000,0.1,C,26,6.76
sorting_near_sorted_12.json,100000,0.1,C,27,6.96
sorting_near_sorted_12.json,100000,0.1,C,28,6.89
sorting_near_sorted_12.json,100000,0.1,C,29,6.92
sorting_near_sorted_12.json,100000,0.1,C,30,6.77
sorting_near_sorted_12.json,100000,0.1,C,31,7.03
sorting_near_sorted_12.json,100000,0.1,C,32,6.84
sorting_near_sorted_12.json,100000,0.1,C,33,6.72
sorting_near_sorted_12.json,100000,0.1,C,34,6.98
sorting_near_sorted_12.json,100000,0.1,C,35,6.87
sorting_near_sorted_12.json,100000,0.1,C,36,6.93
sorting_near_sorted_12.json,100000,0.1,C,37,6.86
sorting_near_sorted_12.json,100000,0.1,C,38,6.73
sorting_near_sorted_12.json,100000,0.1,C,39,6.82
sorting_near_sorted_12.json,100000,0.1,C,40,7.09
sorting_near_sorted_12.json,100000,0.1,C,41,6.94
sorting_near_sorted_12.json,100000,0.1,C,42,6.94
sorting_near_sorted_12.json,100000,0.1,C,43,6.83
sorting_near_sorted_12.json,100000,0.1,C,44,6.88
sorting_near_sorted_12.json,100000,0.1,C,45,6.81
sorting_near_sorted_12.json,100000,0.1,C,46,6.79
sorting_near_sorted_12.json,100000,0.1,C,47,6.87
sorting_near_sorted_12.json,100000,0.1,C,48,7.36
sorting_near_sorted_12.json,100000,0.1,C,49,6.84
sorting_near_sorted_12.json,100000,0.1,C,50,7.0
